Gene_1	Gene_2
BCHE	FBXO6
SCYL2	FBXO6
SLC25A5	FBXO6
LRP1	FBXO6
ADAMTS7	FBXO6
CLEC2B	FBXO6
CD109	FBXO6
ERO1A	FBXO6
GLA	FBXO6
SERPINB1	FBXO6
TAF4	FBXO6
SCARB1	FBXO6
ERO1B	FBXO6
CCT4	FBXO6
TNC	FBXO6
SLC25A22	FBXO6
TIMM23	FBXO6
DSG1	FBXO6
ITGA2B	FBXO6
COLGALT2	FBXO6
LRFN4	FBXO6
TOR1B	FBXO6
ACTL6A	FBXO6
CLIC1	FBXO6
ORC4	FBXO6
PPM1F	FBXO6
ERAP2	FBXO6
TOR1AIP2	FBXO6
NRROS	FBXO6
MANBA	FBXO6
CHPF2	FBXO6
MTHFD1	FBXO6
POMT2	FBXO6
IDUA	FBXO6
FUCA2	FBXO6
CLNS1A	FBXO6
ENPP1	FBXO6
RRM1	FBXO6
AASDHPPT	FBXO6
C6orf89	FBXO6
JMJD8	FBXO6
PIGK	FBXO6
MYORG	FBXO6
ERVMER34-1	FBXO6
TENM4	FBXO6
MRC2	BRMS1
HDAC4	BRMS1
HDAC2	BRMS1
MCRS1	BRMS1
EEF1A1	BRMS1
SNAI1	BRMS1
SUDS3	BRMS1
HDAC5	BRMS1
DNAJB6	BRMS1
KLK9	BRMS1
KPNA5	BRMS1
MRC2	KIF20A
NOP58	KIF20A
G3BP1	KIF20A
HMGN2	KIF20A
DSP	KIF20A
DDX28	KIF20A
RPL37A	KIF20A
CAPRIN1	KIF20A
NEURL4	KIF20A
SNRPD1	KIF20A
PPIB	KIF20A
RPL3	KIF20A
GNAI1	KIF20A
EPPK1	KIF20A
CAPZA1	KIF20A
H1-5	KIF20A
RPL4	KIF20A
TBKBP1	KIF20A
PDZD8	KIF20A
MYC	KIF20A
NDUFA9	KIF20A
VIM	KIF20A
SSR3	KIF20A
SNRPB2	KIF20A
AURKB	KIF20A
NDUFS3	KIF20A
VPS36	KIF20A
RPS13	KIF20A
RPS2	KIF20A
ATP5F1D	KIF20A
PRPF6	KIF20A
KPNB1	KIF20A
RPL23A	KIF20A
BAG3	KIF20A
STX17	KIF20A
HMGA1	KIF20A
RPS11	KIF20A
RBBP4	KIF20A
RPL36A	KIF20A
CAV1	KIF20A
PAN2	KIF20A
RHOB	KIF20A
CSNK1A1	KIF20A
RPS27L	KIF20A
RPL22	KIF20A
RALY	KIF20A
EIF2B5	KIF20A
NAT10	KIF20A
BRD4	KIF20A
BUB1	KIF20A
RPL26L1	KIF20A
RPS12	KIF20A
ARPC4	KIF20A
EEF1G	KIF20A
LYAR	KIF20A
DLK1	KIF20A
PLK1	KIF20A
H1-1	KIF20A
XPNPEP3	KIF20A
TOP2B	KIF20A
RPS8	KIF20A
HDAC2	KIF20A
ATP5F1B	KIF20A
ATP5PO	KIF20A
EFTUD2	KIF20A
RRS1	KIF20A
MFAP1	KIF20A
HNRNPH2	KIF20A
MAD2L1	KIF20A
MSRB3	KIF20A
H1-3	KIF20A
GNB2	KIF20A
ATP2A1	KIF20A
BAG2	KIF20A
ACSL4	KIF20A
PPIA	KIF20A
HNRNPCL2	KIF20A
RPL36	KIF20A
RPS3	KIF20A
COIL	KIF20A
RPL12	KIF20A
RPS3A	KIF20A
RPL14	KIF20A
KPNA2	KIF20A
FAF2	KIF20A
PRPF19	KIF20A
IARS1	KIF20A
YBX1	KIF20A
KHDRBS1	KIF20A
SAFB2	KIF20A
ZNF384	KIF20A
PHB2	KIF20A
HNRNPA0	KIF20A
CGAS	KIF20A
RPL3L	KIF20A
FYN	KIF20A
CDCA8	KIF20A
DDX5	KIF20A
NCL	KIF20A
AP1B1	KIF20A
ZRANB2	KIF20A
HDAC1	KIF20A
PRPF8	KIF20A
SNRNP200	KIF20A
NOP2	KIF20A
RPL18A	KIF20A
MRPL53	KIF20A
RPS27	KIF20A
INSYN1	KIF20A
WDR75	KIF20A
ALPP	KIF20A
TMOD3	KIF20A
DHX9	KIF20A
RANBP2	KIF20A
COPA	KIF20A
PPP1CA	KIF20A
TNKS	KIF20A
GNAT3	KIF20A
HADHB	KIF20A
RPL31	KIF20A
DYNLL2	KIF20A
NSUN2	KIF20A
NUP133	KIF20A
RPS20	KIF20A
SRP14	KIF20A
RBMXL1	KIF20A
GALNT6	KIF20A
EIF3A	KIF20A
FMR1	KIF20A
SART1	KIF20A
RPL24	KIF20A
GIGYF2	KIF20A
CAVIN1	KIF20A
SMARCA2	KIF20A
DES	KIF20A
TENT5B	KIF20A
BRPF3	KIF20A
NIFK	KIF20A
ACTN2	KIF20A
SUPT16H	KIF20A
ELAVL1	KIF20A
ZNF281	KIF20A
RPS10	KIF20A
KRT38	KIF20A
RPS17	KIF20A
GNL3	KIF20A
S100A2	KIF20A
GNA14	KIF20A
ARPC3	KIF20A
DYRK1A	KIF20A
URB1	KIF20A
HEATR1	KIF20A
RNF2	KIF20A
CTNND1	KIF20A
MRPL3	KIF20A
GNAI3	KIF20A
NOP56	KIF20A
KHDRBS3	KIF20A
SPECC1L	KIF20A
EIF4A2	KIF20A
DDX50	KIF20A
ARPC5	KIF20A
PML	KIF20A
POTEE	KIF20A
NUP37	KIF20A
SIPA1	KIF20A
MYL6	KIF20A
HMG20A	KIF20A
CRKL	KIF20A
LYN	KIF20A
PDS5B	KIF20A
SF3B4	KIF20A
PLCG2	KIF20A
RPL21	KIF20A
MRPL50	KIF20A
SNRPE	KIF20A
HERC2	KIF20A
H1-2	KIF20A
BRCA1	KIF20A
SNCB	KIF20A
LZTS1	KIF20A
QPCTL	KIF20A
TOP1	KIF20A
RPL37	KIF20A
RBBP7	KIF20A
PNN	KIF20A
LONRF1	KIF20A
PKP2	KIF20A
RBMX	KIF20A
RPL34	KIF20A
SRSF9	KIF20A
UCHL1	KIF20A
DCTN1	KIF20A
P2RY11	KIF20A
CENPB	KIF20A
FXR2	KIF20A
ACTR1B	KIF20A
SERBP1	KIF20A
POLR1B	KIF20A
HNRNPUL2	KIF20A
GNAI2	KIF20A
FTSJ3	KIF20A
FAM214B	KIF20A
RSL1D1	KIF20A
NES	KIF20A
NEFM	KIF20A
TMPRSS13	KIF20A
DDX51	KIF20A
RPL10L	KIF20A
BOP1	KIF20A
AMBRA1	KIF20A
ITPR2	KIF20A
FBL	KIF20A
VCP	KIF20A
TNRC6B	KIF20A
RPL36AL	KIF20A
ARL6IP4	KIF20A
GCN1	KIF20A
ZNF318	KIF20A
EIF4A1	KIF20A
PIP5K1B	KIF20A
MYO18A	KIF20A
SF3B3	KIF20A
GLB1	KIF20A
MISP	KIF20A
RBM4	KIF20A
GNB4	KIF20A
RBM4B	KIF20A
ZNF438	KIF20A
PCBP3	KIF20A
THOC2	KIF20A
RPS15	KIF20A
HNRNPAB	KIF20A
NDUFS7	KIF20A
FIG4	KIF20A
RYBP	KIF20A
CHMP4A	KIF20A
KIAA1671	KIF20A
AGO4	KIF20A
FASN	KIF20A
HAUS5	KIF20A
CDH9	KIF20A
ALB	KIF20A
CGN	KIF20A
PGAM5	KIF20A
H3-5	KIF20A
HPSE	KIF20A
DKC1	KIF20A
NOC3L	KIF20A
HMGN1	KIF20A
DDX17	KIF20A
GNA11	KIF20A
RPL27A	KIF20A
INA	KIF20A
TNNC2	KIF20A
TXNRD3NB	KIF20A
CFAP210	KIF20A
ADGRF3	KIF20A
CD109	KIF20A
MMTAG2	KIF20A
DDB1	KIF20A
C1QBP	KIF20A
H1-6	KIF20A
AQP8	KIF20A
TWF1	KIF20A
SHROOM3	KIF20A
KIDINS220	KIF20A
MYO1F	KIF20A
FAM83H	KIF20A
ZNF462	KIF20A
PABPC1L2A	KIF20A
 PABPC1L2B	KIF20A
RPL7L1	KIF20A
PRRC2B	KIF20A
RPL35	KIF20A
ITIH4	KIF20A
ATP5PD	KIF20A
DNAJC10	KIF20A
PACSIN3	KIF20A
TRRAP	KIF20A
TCEANC	KIF20A
EML6	KIF20A
LGALS4	KIF20A
NUCKS1	KIF20A
THAP1	KIF20A
LRRC8C	KIF20A
ZEB2	KIF20A
PUM3	KIF20A
KRR1	KIF20A
GADD45GIP1	KIF20A
ACTN3	KIF20A
ZBTB38	KIF20A
BOD1L1	KIF20A
POLRMT	KIF20A
ARGLU1	KIF20A
RAI14	KIF20A
PHLDB2	KIF20A
PABPC5	KIF20A
GNG12	KIF20A
LRRK1	KIF20A
POLR1G	KIF20A
POTEJ	KIF20A
YLPM1	KIF20A
MYL12B	KIF20A
FAM200A	KIF20A
ELFN1	KIF20A
PDCD6	KIF20A
MACIR	KIF20A
NIP7	KIF20A
RRP9	KIF20A
KLB	KIF20A
ALMS1	KIF20A
DDX18	KIF20A
PABPC3	KIF20A
PAN3	KIF20A
MCFD2	KIF20A
RGPD8	KIF20A
PWP2	KIF20A
GAS2L3	KIF20A
PRDX4	KIF20A
STX1B	KIF20A
NEFL	KIF20A
HSPB8	KIF20A
HAGH	KIF20A
AHNAK2	KIF20A
SUGP2	KIF20A
UAP1L1	KIF20A
LIN28B	KIF20A
WDR43	KIF20A
PABPC4	KIF20A
LMNB2	KIF20A
CTSA	KIF20A
MCF2L2	KIF20A
ZNF320	KIF20A
CHD8	KIF20A
FAM98A	KIF20A
GPRC5A	KIF20A
CAVIN3	KIF20A
PRPF38A	KIF20A
LUZP1	KIF20A
DHX15	KIF20A
VSIG8	KIF20A
CCDC86	KIF20A
RPS4Y2	KIF20A
GYS2	KIF20A
PRC1	KIF20A
DSG2	KIF20A
N4BP3	KIF20A
RAB6B	KIF20A
MIS18BP1	KIF20A
CHERP	KIF20A
ROGDI	KIF20A
DPYSL5	KIF20A
FAM83D	KIF20A
CHD1	KIF20A
RALGAPA2	KIF20A
ABCD1	KIF20A
HACL1	KIF20A
CD59	KIF20A
CSNK1A1L	KIF20A
DOCK5	KIF20A
TBR1	KIF20A
CCDC96	KIF20A
ENTPD7	KIF20A
NLN	KIF20A
IK	KIF20A
CRYBG3	KIF20A
SLC2A12	KIF20A
SCIN	KIF20A
PLEKHM2	KIF20A
FOXG1	KIF20A
ESCO2	KIF20A
SIK1	KIF20A
CAPN12	KIF20A
MAD2L1BP	KIF20A
C4BPA	KIF20A
PGM2	KIF20A
SEC31B	KIF20A
TEKT2	KIF20A
USP9Y	KIF20A
MYO1A	KIF20A
CTAGE15	KIF20A
OTOA	KIF20A
PIGK	KIF20A
IFIH1	KIF20A
TSPAN10	KIF20A
RBFOX3	KIF20A
KIAA1586	KIF20A
MUC17	KIF20A
TET3	KIF20A
RGPD3	KIF20A
ALPG	KIF20A
RTN4RL2	KIF20A
LCA5L	KIF20A
HNRNPCL3	KIF20A
LIMD2	KIF20A
RWDD3	KIF20A
ATAD3C	KIF20A
RNF180	KIF20A
SDHAF1	KIF20A
GBA3	KIF20A
ANKRD35	KIF20A
FBLL1	KIF20A
PCNX2	KIF20A
ACSBG1	KIF20A
PIGB	KIF20A
IMUP	KIF20A
RGPD4	KIF20A
SAMD9L	KIF20A
MRC2	SCGB1D1
HSPA5	SCGB1D1
LNPEP	SCGB1D1
FAM209A	SCGB1D1
FAM234B	SCGB1D1
ORM1	SCGB1D1
APOD	SCGB1D1
OLFM2	SCGB1D1
A2M	SCGB1D1
PTGFRN	SCGB1D1
ITIH2	SCGB1D1
FGB	SCGB1D1
POGLUT1	SCGB1D1
FGA	SCGB1D1
CERCAM	SCGB1D1
FREM2	SCGB1D1
TF	SCGB1D1
C4A	SCGB1D1
SORL1	SCGB1D1
NHLRC3	SCGB1D1
IGLL5	SCGB1D1
C3	SCGB1D1
CACHD1	SCGB1D1
OSTM1	SCGB1D1
ALB	SCGB1D1
SUN2	SCGB1D1
BCHE	SCGB1D1
SERPINB4	SCGB1D1
CD109	SCGB1D1
CNTNAP3	SCGB1D1
ADGRV1	SCGB1D1
CHST10	SCGB1D1
SERPINB7	SCGB1D1
ADAM21	SCGB1D1
ITGA2	SCGB1D1
MANBA	SCGB1D1
MOXD1	SCGB1D1
ORM2	SCGB1D1
HBM	SCGB1D1
LRP6	SCGB1D1
LIFR	SCGB1D1
PGAP1	SCGB1D1
MUCL1	SCGB1D1
WDR54	SCGB1D1
SLC2A6	SCGB1D1
MRC2	TAFA2
IGF2R	TAFA2
ATRNL1	TAFA2
LARGE1	TAFA2
MRC2	KNG1
CCR6	KNG1
SSTR4	KNG1
HTR1D	KNG1
GHRL	KNG1
P2RY4	KNG1
GHSR	KNG1
EDN2	KNG1
HTR1B	KNG1
GNAI1	KNG1
P2RY1	KNG1
ADCY9	KNG1
CTSS	KNG1
ANXA1	KNG1
GRM5	KNG1
ARHGEF12	KNG1
CCR1	KNG1
NPB	KNG1
GCG	KNG1
XCL1	KNG1
LPAR3	KNG1
PF4	KNG1
RXFP4	KNG1
GRP	KNG1
PTAFR	KNG1
ADORA1	KNG1
ADCY3	KNG1
STX17	KNG1
PTGER1	KNG1
AGTR2	KNG1
CCK	KNG1
ANAPC1	KNG1
SSTR1	KNG1
CXCL13	KNG1
HTR1E	KNG1
S1PR3	KNG1
MTNR1A	KNG1
CCR9	KNG1
P2RY13	KNG1
PDYN	KNG1
POMC	KNG1
MCHR2	KNG1
TAS2R20	KNG1
CXCR4	KNG1
ADORA2A	KNG1
PPY	KNG1
GALR2	KNG1
NMB	KNG1
HTR1A	KNG1
NPY5R	KNG1
PROK2	KNG1
SSTR2	KNG1
TRHR	KNG1
RLN3	KNG1
CCR10	KNG1
HCAR2	KNG1
CCL21	KNG1
KLK10	KNG1
HCRTR2	KNG1
GNRH1	KNG1
TAS2R19	KNG1
UTS2B	KNG1
TAS2R31	KNG1
GNRHR	KNG1
AGTR1	KNG1
OPRD1	KNG1
CXCL10	KNG1
HCAR3	KNG1
ADORA2B	KNG1
HTR2B	KNG1
GRM7	KNG1
GPR4	KNG1
CCL16	KNG1
TAS2R43	KNG1
PROKR2	KNG1
OPRM1	KNG1
TAS2R46	KNG1
CCL25	KNG1
TRIO	KNG1
GPR17	KNG1
EDNRA	KNG1
F2RL3	KNG1
GNG2	KNG1
PIK3R6	KNG1
TAS2R40	KNG1
P2RY12	KNG1
LPAR6	KNG1
CXCL16	KNG1
DRD3	KNG1
GRPR	KNG1
GNRH2	KNG1
CXCL3	KNG1
PLCB1	KNG1
NPBWR2	KNG1
C5	KNG1
TAS2R50	KNG1
PLCB3	KNG1
ACKR3	KNG1
SUCNR1	KNG1
UTS2R	KNG1
F2RL2	KNG1
TAS2R8	KNG1
CXCL12	KNG1
TAS2R16	KNG1
GNAT3	KNG1
CNR1	KNG1
HTR5A	KNG1
NMUR2	KNG1
PTGER3	KNG1
CYSLTR2	KNG1
AVP	KNG1
PLCB2	KNG1
TAS2R9	KNG1
GNA15	KNG1
HTR2C	KNG1
OPN4	KNG1
TAC1	KNG1
CCR5	KNG1
CCR2	KNG1
GPR18	KNG1
ADCY1	KNG1
A2M	KNG1
GCGR	KNG1
APLNR	KNG1
MTNR1B	KNG1
ELANE	KNG1
P2RY6	KNG1
AVPR1A	KNG1
GNA14	KNG1
QRFP	KNG1
TBXA2R	KNG1
RXFP3	KNG1
P2RY2	KNG1
TUBB8	KNG1
TAS2R13	KNG1
ADCY2	KNG1
MLN	KNG1
NPFF	KNG1
OXGR1	KNG1
TMIGD3	KNG1
LTB4R	KNG1
GNAI3	KNG1
PTGDR2	KNG1
ADCY4	KNG1
LTB4R2	KNG1
GPER1	KNG1
CCKAR	KNG1
NTSR2	KNG1
PPBP	KNG1
HRH1	KNG1
NPFFR2	KNG1
CHRM4	KNG1
GPRC6A	KNG1
TACR2	KNG1
PROKR1	KNG1
NPSR1	KNG1
KALRN	KNG1
OXT	KNG1
FAM20C	KNG1
ADCY7	KNG1
MCHR1	KNG1
NMUR1	KNG1
SAA1	KNG1
NPS	KNG1
CAPN1	KNG1
COPS6	KNG1
HTR1F	KNG1
TAS2R38	KNG1
GRM8	KNG1
P2RY11	KNG1
SST	KNG1
TACR1	KNG1
F2RL1	KNG1
PLCB4	KNG1
NPY4R	KNG1
P2RY10	KNG1
CXCL9	KNG1
GNAI2	KNG1
F2	KNG1
TAS2R41	KNG1
NPW	KNG1
C3	KNG1
ADRA2A	KNG1
TAS2R30	KNG1
CXCR1	KNG1
GNA12	KNG1
FFAR1	KNG1
PMCH	KNG1
LPAR4	KNG1
CCR8	KNG1
MLNR	KNG1
CXCL5	KNG1
QRFPR	KNG1
APLN	KNG1
GPR132	KNG1
TAS2R60	KNG1
HCAR1	KNG1
CXCL1	KNG1
TAS2R4	KNG1
HCRTR1	KNG1
PLG	KNG1
GRK5	KNG1
NTSR1	KNG1
NTS	KNG1
TAS2R10	KNG1
GP5	KNG1
EDNRB	KNG1
UTS2	KNG1
GALR1	KNG1
NMBR	KNG1
LPAR2	KNG1
GNA11	KNG1
GPR68	KNG1
GPR55	KNG1
C5AR1	KNG1
GALR3	KNG1
CXCL11	KNG1
TAS2R5	KNG1
BDKRB2	KNG1
GAL	KNG1
C1QBP	KNG1
S1PR5	KNG1
CXCR3	KNG1
GRM6	KNG1
HCRT	KNG1
CHRM1	KNG1
GNAZ	KNG1
XCL2	KNG1
ADRA1B	KNG1
P3H3	KNG1
SSTR3	KNG1
DRD4	KNG1
HRH3	KNG1
ADRA2B	KNG1
EDN3	KNG1
CYSLTR1	KNG1
TACR3	KNG1
S1PR1	KNG1
OXER1	KNG1
TAS2R7	KNG1
CASR	KNG1
XCR1	KNG1
OPRK1	KNG1
TRH	KNG1
NPFFR1	KNG1
GRM2	KNG1
GP1BA	KNG1
PTGFR	KNG1
SSTR5	KNG1
TAS2R42	KNG1
KISS1R	KNG1
CTSH	KNG1
CCKBR	KNG1
KRT1	KNG1
HABP2	KNG1
PROK1	KNG1
PNOC	KNG1
TAS2R39	KNG1
ADRA2C	KNG1
HTR2A	KNG1
GP1BB	KNG1
F11	KNG1
CXCL6	KNG1
PYY	KNG1
EDN1	KNG1
FPR1	KNG1
CXCR2	KNG1
OPRL1	KNG1
GPR65	KNG1
TAS2R45	KNG1
GNRHR2	KNG1
THBS1	KNG1
AVPR1B	KNG1
PLAUR	KNG1
ITGB2	KNG1
LPAR5	KNG1
P3H4	KNG1
HRH4	KNG1
CTSK	KNG1
CTSG	KNG1
TAS2R1	KNG1
ADRA1A	KNG1
TAS2R14	KNG1
CTSO	KNG1
ARHGEF25	KNG1
NPY2R	KNG1
ADCY6	KNG1
KISS1	KNG1
PREP	KNG1
PIK3CA	KNG1
CD93	KNG1
CPN1	KNG1
MEP1A	KNG1
CAPN2	KNG1
GRM1	KNG1
MRC2	DEFB136
STK39	DEFB136
SELENON	DEFB136
ADAMTS7	DEFB136
MANBA	DEFB136
MRC2	CTSG
HSPA5	CTSG
CCR1	CTSG
MMP1	CTSG
CXCR4	CTSG
TUBB	CTSG
KLK10	CTSG
TUBA1A	CTSG
SDF2L1	CTSG
GPRASP2	CTSG
F2RL2	CTSG
LRRC17	CTSG
TUBB8	CTSG
PPBP	CTSG
FN1	CTSG
ELOA2	CTSG
KBTBD6	CTSG
PPP6R1	CTSG
F2RL1	CTSG
FREM2	CTSG
EGFL8	CTSG
SORL1	CTSG
SERPINB13	CTSG
PSMG3	CTSG
C3	CTSG
KBTBD7	CTSG
CLSTN3	CTSG
GNG8	CTSG
LRP1	CTSG
ADAMTS7	CTSG
SERPINB4	CTSG
IGF2	CTSG
ADAM21	CTSG
MANBA	CTSG
CASP4	CTSG
IGF1	CTSG
CYP3A43	CTSG
LRP6	CTSG
HS1BP3	CTSG
IL33	CTSG
F5	CTSG
SERPIND1	CTSG
MRC2	PAX2
HMG20B	PAX2
BBS7	PAX2
ZNF703	PAX2
NFIA	PAX2
PRDM14	PAX2
NSD3	PAX2
NCOR2	PAX2
MAPK8IP1	PAX2
BLID	PAX2
GLCE	PAX2
PAX8	PAX2
MRC2	PLAU
MYC	PLAU
ALAS1	PLAU
SERPINB2	PLAU
SLURP1	PLAU
PLG	PLAU
HRG	PLAU
PLAUR	PLAU
ADAM28	PLAU
MRC2	EEF1G
CAND1	EEF1G
DDRGK1	EEF1G
RPL37A	EEF1G
RPL4	EEF1G
RPS11	EEF1G
CXCL13	EEF1G
PAN2	EEF1G
RPL22	EEF1G
MTNR1A	EEF1G
RPS12	EEF1G
RPS8	EEF1G
EEF1D	EEF1G
NTRK1	EEF1G
STT3B	EEF1G
RPS21	EEF1G
RPL14	EEF1G
EPRS1	EEF1G
RPS6KB2	EEF1G
PKN1	EEF1G
UQCRC1	EEF1G
RPL39	EEF1G
FZR1	EEF1G
CCT3	EEF1G
RPL31	EEF1G
TRIM21	EEF1G
RPS20	EEF1G
RPL24	EEF1G
RPS25	EEF1G
DYRK1A	EEF1G
PTK2	EEF1G
PSMD11	EEF1G
NDN	EEF1G
TUBB3	EEF1G
RPL37	EEF1G
HSF1	EEF1G
NUDT3	EEF1G
SRSF9	EEF1G
FGD5	EEF1G
SNRPD2	EEF1G
CGNL1	EEF1G
GADD45A	EEF1G
CDK2AP2	EEF1G
TMC7	EEF1G
UBE2L6	EEF1G
ARIH2	EEF1G
FHDC1	EEF1G
SCHIP1	EEF1G
HARS1	EEF1G
GADD45G	EEF1G
MVD	EEF1G
TRIB2	EEF1G
ADAP2	EEF1G
MRC2	BAG4
CAND1	BAG4
DDIT4L	BAG4
GRAP2	BAG4
VIM	BAG4
MCM2	BAG4
YAP1	BAG4
VCL	BAG4
STUB1	BAG4
AHSA1	BAG4
RPL22	BAG4
HSPA8	BAG4
KIF5B	BAG4
TSG101	BAG4
ARHGAP18	BAG4
SNRPC	BAG4
USP22	BAG4
ZNF703	BAG4
RECQL4	BAG4
TNFRSF1A	BAG4
SNRPN	BAG4
FYN	BAG4
HSF2	BAG4
HSPA4	BAG4
KRTAP4-5	BAG4
DCP1B	BAG4
SNRPA	BAG4
FARS2	BAG4
KRTAP13-1	BAG4
BRPF3	BAG4
SF3B4	BAG4
PRDM14	BAG4
ADAMTSL4	BAG4
HSF1	BAG4
STIM1	BAG4
MYOZ1	BAG4
PSMB5	BAG4
SAXO1	BAG4
BMS1	BAG4
SAMD4A	BAG4
ZNF318	BAG4
KRTAP4-2	BAG4
TINAGL1	BAG4
BLZF1	BAG4
BRCA2	BAG4
RHOBTB2	BAG4
GLCE	BAG4
P4HA3	BAG4
FAM222B	BAG4
RAMAC	BAG4
ATP23	BAG4
RBM7	BAG4
ZBTB38	BAG4
FLYWCH2	BAG4
NMT1	BAG4
KLK9	BAG4
SCGB3A1	BAG4
LRATD2	BAG4
MLF2	BAG4
DMRTB1	BAG4
TBC1D3B	BAG4
DNAJC7	BAG4
TET3	BAG4
TNFRSF25	BAG4
TBC1D3G	BAG4
MRC2	CDHR4
SKP1	CDHR4
TUBB	CDHR4
TUBA1A	CDHR4
TUBA1C	CDHR4
SDF2L1	CDHR4
DNAJB11	CDHR4
TUBB8	CDHR4
TUBB3	CDHR4
TTC37	CDHR4
CLSTN3	CDHR4
TNFRSF6B	CDHR4
MRC2	FBXO2
LNPEP	FBXO2
ATF6B	FBXO2
SKP1	FBXO2
VPS36	FBXO2
NPC1	FBXO2
MEGF8	FBXO2
AMOT	FBXO2
INSL3	FBXO2
STUB1	FBXO2
EGFR	FBXO2
PIGU	FBXO2
PTPRG	FBXO2
SELENON	FBXO2
ITGA4	FBXO2
QSOX1	FBXO2
SEMA4C	FBXO2
TTC17	FBXO2
PLOD3	FBXO2
NFS1	FBXO2
GNPTAB	FBXO2
ADAM9	FBXO2
LAMP2	FBXO2
RBX1	FBXO2
TXNDC15	FBXO2
OLFM2	FBXO2
PCYOX1	FBXO2
PRNP	FBXO2
HEXB	FBXO2
NOTCH3	FBXO2
TMEM131	FBXO2
POMGNT2	FBXO2
LAMC1	FBXO2
RNASET2	FBXO2
TGFBR3	FBXO2
IGF2R	FBXO2
IL17RA	FBXO2
B3GNT2	FBXO2
LAMA5	FBXO2
ST14	FBXO2
ATF6	FBXO2
VASN	FBXO2
TMPRSS11B	FBXO2
MAN2B2	FBXO2
UGT8	FBXO2
PTGFRN	FBXO2
CRLF1	FBXO2
LRP2	FBXO2
SERPINA9	FBXO2
JAG2	FBXO2
ENPP4	FBXO2
CILP2	FBXO2
POGLUT1	FBXO2
CHST8	FBXO2
HS6ST1	FBXO2
NOMO1	FBXO2
CSPG4	FBXO2
CTBS	FBXO2
UBB	FBXO2
TPBG	FBXO2
TMEM39A	FBXO2
LOXL2	FBXO2
NPTXR	FBXO2
ABCA2	FBXO2
EMILIN3	FBXO2
SORL1	FBXO2
CHST12	FBXO2
EMC7	FBXO2
VCP	FBXO2
FFAR1	FBXO2
CACHD1	FBXO2
CD14	FBXO2
WNT7A	FBXO2
ICAM5	FBXO2
OSTM1	FBXO2
SDK2	FBXO2
B3GNT3	FBXO2
CBLIF	FBXO2
PRELP	FBXO2
HPSE	FBXO2
NID2	FBXO2
ITGA1	FBXO2
MGMT	FBXO2
BCHE	FBXO2
COL18A1	FBXO2
ADAMTS7	FBXO2
TMEM231	FBXO2
CD109	FBXO2
LRIG1	FBXO2
SCARA3	FBXO2
ADGRA3	FBXO2
SCARB1	FBXO2
ERO1B	FBXO2
GRN	FBXO2
POMK	FBXO2
CNTNAP3	FBXO2
BMP4	FBXO2
LRFN3	FBXO2
LAMB2	FBXO2
PLXND1	FBXO2
CAV2	FBXO2
COLEC12	FBXO2
EPHA1	FBXO2
CEMIP2	FBXO2
GALNT5	FBXO2
JAG1	FBXO2
LRFN4	FBXO2
ADGRV1	FBXO2
AXL	FBXO2
GAA	FBXO2
ANKRD46	FBXO2
NEDD8	FBXO2
CSTL1	FBXO2
SUN1	FBXO2
SLC12A7	FBXO2
C4BPB	FBXO2
CHST10	FBXO2
ANAPC2	FBXO2
ERAP2	FBXO2
PLXNA1	FBXO2
AZU1	FBXO2
SEMA6B	FBXO2
TOR1A	FBXO2
CNTNAP3B	FBXO2
ALCAM	FBXO2
KLK5	FBXO2
ITGA2	FBXO2
MANBA	FBXO2
VSTM1	FBXO2
EMC3	FBXO2
COCH	FBXO2
PLXNA3	FBXO2
POMT2	FBXO2
IDUA	FBXO2
IL25	FBXO2
MEST	FBXO2
CPD	FBXO2
KIAA0319L	FBXO2
CDHR4	FBXO2
SEMA3C	FBXO2
PXDN	FBXO2
THSD4	FBXO2
FBN2	FBXO2
LRIG2	FBXO2
PFDN6	FBXO2
GLG1	FBXO2
LRP10	FBXO2
EPHB4	FBXO2
POGLUT3	FBXO2
CTSZ	FBXO2
AMOTL2	FBXO2
AHSG	FBXO2
GPAA1	FBXO2
ENPP1	FBXO2
NID1	FBXO2
LAMC3	FBXO2
PKD2	FBXO2
TMED4	FBXO2
EDEM2	FBXO2
LMF2	FBXO2
CTSF	FBXO2
DAG1	FBXO2
CLN5	FBXO2
PLAT	FBXO2
NAAA	FBXO2
GZMH	FBXO2
CADM4	FBXO2
BRAP	FBXO2
CD101	FBXO2
LIFR	FBXO2
NAGLU	FBXO2
PIGK	FBXO2
LIPA	FBXO2
NUP210	FBXO2
LEPR	FBXO2
EPDR1	FBXO2
LAG3	FBXO2
MYORG	FBXO2
EDIL3	FBXO2
MERTK	FBXO2
PLA2G15	FBXO2
LRIG3	FBXO2
RNF157	FBXO2
CD276	FBXO2
EMILIN2	FBXO2
EMB	FBXO2
ARSK	FBXO2
AMIGO3	FBXO2
ENPP5	FBXO2
CD320	FBXO2
LRP1B	FBXO2
ITGA5	FBXO2
PLXNC1	FBXO2
CELSR3	FBXO2
CTF1	FBXO2
FBN1	FBXO2
ERVMER34-1	FBXO2
CCDC28A	FBXO2
CBLN4	FBXO2
IGSF9	FBXO2
PLXNA2	FBXO2
SNED1	FBXO2
PIEZO1	FBXO2
GAS6	FBXO2
ST6GALNAC5	FBXO2
PIGS	FBXO2
POFUT1	FBXO2
NOMO3	FBXO2
LINGO1	FBXO2
H6PD	FBXO2
